date,close,锌精矿：产量：中国（月）,锌精矿：产能利用率：中国（月）,锌精矿：港口库存：中国（周）,锌精矿：原料：库存天数：中国（周）,电解锌：产量：中国（月）,电解锌：产能利用率：中国（月）,锌锭：产量：中国（月）,有色冶炼企业：锌锭：产能利用率：中国（月）,镀锌管：锌锭消费量：中国（月）,镀锌板（带）：锌锭消费量：中国（月）,锌锭：表观消费量：中国（月）,锌：出口数量合计：中国（月）,锌：进口数量合计：中国（月）,锌锭：现货库存：中国（日）,锌：成品库存：中国（周）,锌：库存：中国（月）,锌：库存预估：中国（月）,镀锌板（带）：库存：中国（月）,镀锌板（带）：库存预估：中国（月）,SHFE：锌：期货库存（日）,SHFE：锌：交割库库存（周）,SHFE：锌：可用库容量（周）,锌合金企业：开工率：中国（月）,锌合金：产量：中国（月）,镀锌板卷：钢铁企业：产量：中国（周）,镀锌板卷：钢铁企业：产能利用率（周）,镀锌板卷：钢铁企业：产线条数（周）,镀锌板卷：钢铁企业：调研样本数（周）,镀锌板卷：钢铁企业：检修产线条数（周）,镀锌板卷：钢铁企业：开工率（周）,镀锌板（带）：产量：中国（月）,镀锌板（带）：产能利用率：中国（月）,镀锌板卷：库存：中国（周）,镀锌板卷：钢铁企业：厂内库存（周）,镀锌管：产量：中国（月）,镀锌管：产能利用率：中国（月）,镀锌管：库存：中国（月）,氧化锌企业：开工率：中国（月）
"2016-08-23","17565","","","","","","","","","","","","","","","","","","","","117598","","","","","","","","","","","","","","","","","",""
"2016-08-24","17595","","","","","","","","","","","","","","","","","","","","117247","","","","","","","","","","","","","","","","","",""
"2016-08-25","17505","","","","","","","","","","","","","","","","","","","","116847","","","","","","","","","","","","","","","","","",""
"2016-08-26","17940","","","6.1","19","","","","","","","","","","","","","","","","115703","190579","504297","","","79.96","66.47","266","130","8","96.99","","","","49.43","","","",""
"2016-08-29","17965","","","","","","","","","","","","","","26.68","","","","","","116809","","","","","","","","","","","","","","","","","",""
"2016-08-30","17865","","","","","","","","","","","","","","","","","","","","117733","","","","","","","","","","","","","","","","","",""
"2016-08-31","17990","40.94","","","","","","37.31","78.07","","","","5196.975","37393.073","","","","","","","116936","","","54.11","","","","","","","","","","","","","","","55"
"2016-09-01","18370","","","","","","","","","","","","","","","","","","","","116936","","","","","","","","","","","","","","","","","",""
"2016-09-02","18510","","","5.86","19","","","","","","","","","","","","","","","","116787","187360","503213","","","80.89","67.25","266","130","7","97.37","","","","49.63","","","",""
"2016-09-05","18400","","","","","","","","","","","","","","26.91","","","","","","116410","","","","","","","","","","","","","","","","","",""
"2016-09-06","18285","","","","","","","","","","","","","","","","","","","","116309","","","","","","","","","","","","","","","","","",""
"2016-09-07","18235","","","","","","","","","","","","","","","","","","","","117162","","","","","","","","","","","","","","","","","",""
"2016-09-08","18045","","","","","","","","","","","","","","","","","","","","116885","","","","","","","","","","","","","","","","","",""
"2016-09-09","18155","","","5.86","","","","","","","","","","","","","","","","","116037","186247","503963","","","70.73","58.8","266","130","5","98.12","","","","50.89","","","",""
"2016-09-12","17720","","","","","","","","","","","","","","26.66","","","","","","117943","","","","","","","","","","","","","","","","","",""
"2016-09-13","17770","","","","","","","","","","","","","","","","","","","","117525","","","","","","","","","","","","","","","","","",""
"2016-09-14","17570","","","","","","","","","","","","","","","","","","","","114603","","","","","","","","","","","","","","","","","",""
"2016-09-16","","","","5.86","19","","","","","","","","","","","","","","","","","185313","505397","","","77.96","64.81","266","130","16","93.98","","","","50.71","","","",""
"2016-09-19","17525","","","","","","","","","","","","","","25.51","","","","","","118330","","","","","","","","","","","","","","","","","",""
"2016-09-20","17915","","","","","","","","","","","","","","","","","","","","115271","","","","","","","","","","","","","","","","","",""
"2016-09-21","17935","","","","","","","","","","","","","","","","","","","","114098","","","","","","","","","","","","","","","","","",""
"2016-09-22","17910","","","","","","","","","","","","","","","","","","","","112500","","","","","","","","","","","","","","","","","",""
"2016-09-23","17950","","","5.69","20","","","","","","","","","","","","","","","","112006","175272","507994","","","78.99","65.67","266","130","11","95.86","","","106.28","49.87","","","",""
"2016-09-26","17660","","","","","","","","","","","","","","23.57","","","","","","109928","","","","","","","","","","","","","","","","","",""
"2016-09-27","18020","","","","","","","","","","","","","","","","","","","","107836","","","","","","","","","","","","","","","","","",""
"2016-09-28","18040","","","","","","","","","","","","","","","","","","","","105894","","","","","","","","","","","","","","","","","",""
"2016-09-29","18180","","","","","","","","","","","","","","","","","","","","104070","","","","","","","","","","","","","","","","","",""
"2016-09-30","18255","44.45","","5.36","24","","","39.45","82.55","","7.4","","4260.74","28264.607","","","6.85","10.07","50.3","73.97","103492","158317","546508","55.74","","79.52","66.11","266","130","17","93.61","509.56","66.36","106.38","50.26","","","","57"
"2016-10-03","","","","","","","","","","","","","","","25.22","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-07","","","","","24","","","","","","","","","","","","","","","","","","","","","79.05","65.72","266","130","30","88.72","","","107","50.3","","","",""
"2016-10-10","18360","","","","","","","","","","","","","","","","","","","","105795","","","","","","","","","","","","","","","","","",""
"2016-10-11","18170","","","","","","","","","","","","","","","","","","","","105840","","","","","","","","","","","","","","","","","",""
"2016-10-12","17790","","","","","","","","","","","","","","","","","","","","102097","","","","","","","","","","","","","","","","","",""
"2016-10-13","17750","","","","","","","","","","","","","","","","","","","","100657","","","","","","","","","","","","","","","","","",""
"2016-10-14","17825","","","4.61","25","","","","","","","","","","","","","","","","98635","165614","551365","","","78.2","65.01","266","130","10","96.24","","","104.06","50.03","","","",""
"2016-10-17","17990","","","","","","","","","","","","","","23.22","","","","","","98644","","","","","","","","","","","","","","","","","",""
"2016-10-18","18210","","","","","","","","","","","","","","","","","","","","97716","","","","","","","","","","","","","","","","","",""
"2016-10-19","18160","","","","","","","","","","","","","","","","","","","","96442","","","","","","","","","","","","","","","","","",""
"2016-10-20","18275","","","","","","","","","","","","","","","","","","","","94396","","","","","","","","","","","","","","","","","",""
"2016-10-21","18200","","","4.38","24","","","","","","","","","","","","","","","","91042","165295","558958","","","79.34","65.96","266","130","19","92.86","","","101.89","47.59","","","",""
"2016-10-24","18175","","","","","","","","","","","","","","21.93","","","","","","90467","","","","","","","","","","","","","","","","","",""
"2016-10-25","19010","","","","","","","","","","","","","","","","","","","","91096","","","","","","","","","","","","","","","","","",""
"2016-10-26","18885","","","","","","","","","","","","","","","","","","","","88203","","","","","","","","","","","","","","","","","",""
"2016-10-27","18875","","","","","","","","","","","","","","","","","","","","88028","","","","","","","","","","","","","","","","","",""
"2016-10-28","19095","","","3.93","24","","","","","","","","","","","","","","","","89925","163667","560075","","","80.31","66.76","266","130","8","96.99","","","102.13","48.67","","","",""
"2016-10-31","19330","40.34","","","","","","39.08","81.77","","7.04","","4051.537","33360.49","21.52","","6.18","9.09","48.68","71.59","88476","","","59.61","","","","","","","","490.01","63.81","","","","","","58"
"2016-11-01","19795","","","","","","","","","","","","","","","","","","","","87956","","","","","","","","","","","","","","","","","",""
"2016-11-02","19380","","","","","","","","","","","","","","","","","","","","87355","","","","","","","","","","","","","","","","","",""
"2016-11-03","19640","","","","","","","","","","","","","","","","","","","","85779","","","","","","","","","","","","","","","","","",""
"2016-11-04","19760","","","3.6","20","","","","","","","","","","","","","","","","85580","167759","564420","","","79.5","66.09","266","130","11","95.86","","","98.67","45.38","","","",""
"2016-11-07","20070","","","","","","","","","","","","","","21.6","","","","","","82094","","","","","","","","","","","","","","","","","",""
"2016-11-08","19865","","","","","","","","","","","","","","","","","","","","83839","","","","","","","","","","","","","","","","","",""
"2016-11-09","19840","","","","","","","","","","","","","","","","","","","","85117","","","","","","","","","","","","","","","","","",""
"2016-11-10","20845","","","","","","","","","","","","","","","","","","","","89760","","","","","","","","","","","","","","","","","",""
"2016-11-11","20910","","","3.4","21","","","","","","","","","","","","","","","","90285","161577","559715","","","79.4","66.01","266","130","11","95.86","","","98.73","46.15","","","",""
"2016-11-14","21275","","","","","","","","","","","","","","21.2","","","","","","94806","","","","","","","","","","","","","","","","","",""
"2016-11-15","21115","","","","","","","","","","","","","","","","","","","","98280","","","","","","","","","","","","","","","","","",""
"2016-11-16","21255","","","","","","","","","","","","","","","","","","","","101045","","","","","","","","","","","","","","","","","",""
"2016-11-17","20570","","","","","","","","","","","","","","","","","","","","100698","","","","","","","","","","","","","","","","","",""
"2016-11-18","20890","","","3.22","21","","","","","","","","","","","","","","","","100348","157953","549652","","","81.53","67.78","266","130","17","93.61","","","95.7","44.28","","","",""
"2016-11-21","21365","","","","","","","","","","","","","","21.1","","","","","","98076","","","","","","","","","","","","","","","","","",""
"2016-11-22","21800","","","","","","","","","","","","","","","","","","","","96876","","","","","","","","","","","","","","","","","",""
"2016-11-23","21590","","","","","","","","","","","","","","","","","","","","95127","","","","","","","","","","","","","","","","","",""
"2016-11-24","22570","","","","","","","","","","","","","","","","","","","","94477","","","","","","","","","","","","","","","","","",""
